Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
IDDLNTM33.A_R1	(1, 38.72870709504744)	(2, 37.58143790220831)	(3, 38.214023034249614)	(4, 38.20727063603305)	(5, 38.57446989956682)	(6, 38.88276935793177)	(7, 39.033133545730664)	(8, 38.82150840004461)	(9, 38.87426282310597)	(10, 39.06107937785222)	(15, 39.19743111482357)	(20, 39.223591060069666)	(25, 39.158322483867934)	(30, 39.02505944428288)	(35, 39.058685075406885)	(40, 38.95962966769367)	(45, 39.016048753714585)	(50, 38.964635189003744)	(55, 38.89225577769565)	(60, 38.802914464520384)	(65, 38.86149685449325)	(70, 38.82111261504552)	(75, 38.66831843855165)	(80, 38.52234365945871)	(85, 38.381883805396235)	(90, 37.973980875493915)	(95, 37.662300232441694)	(100, 37.334975017438595)	(105, 37.00785526076984)	(110, 36.759830927645694)	(115, 36.51397278486134)	(120, 36.3175570662929)	(125, 36.30423315016433)	(130, 36.14361275171161)	(135, 36.148434331396686)	(140, 36.03256177853971)	(145, 36.01111206838115)	(150, 35.55281586813581)
IDDLNTM33.A_R2	(1, 38.863190901755665)	(2, 38.13465742731004)	(3, 38.35705754626421)	(4, 38.08076637970432)	(5, 38.32463816285787)	(6, 38.72222759168108)	(7, 38.595252766668345)	(8, 38.5873930451173)	(9, 38.4314983632869)	(10, 38.619535685156315)	(15, 38.65423391549443)	(20, 38.60296143392249)	(25, 38.649355395249266)	(30, 38.568619366350404)	(35, 38.55905798796901)	(40, 38.524509674865904)	(45, 38.47187630516117)	(50, 38.43509847611842)	(55, 38.381266818129134)	(60, 38.32977121003064)	(65, 38.291923143363825)	(70, 38.2127906341088)	(75, 38.15090577911698)	(80, 38.00555323526903)	(85, 37.968055208727385)	(90, 37.933632847093605)	(95, 37.878751593526616)	(100, 37.74389028227561)	(105, 37.44772423625521)	(110, 37.241782913021325)	(115, 37.13029688248247)	(120, 36.95358084837936)	(125, 37.030067502115585)	(130, 36.86478103905589)	(135, 36.78563471012576)	(140, 36.6021793977508)	(145, 36.57449141627616)	(150, 35.836579717877456)
IDDLNTM33.B_R1	(1, 38.663326652074595)	(2, 37.52760092126368)	(3, 38.126458788737864)	(4, 38.15409219071445)	(5, 38.44148399766467)	(6, 38.721737834948385)	(7, 38.89827553030143)	(8, 38.747575268672875)	(9, 38.78740871331498)	(10, 38.96675577516297)	(15, 39.10003825961578)	(20, 39.127163364051)	(25, 39.05678493403137)	(30, 38.91641210462929)	(35, 38.94532161951089)	(40, 38.84756873154517)	(45, 38.89936491496918)	(50, 38.85034194915836)	(55, 38.78150578945654)	(60, 38.70699761610011)	(65, 38.77139697189589)	(70, 38.725874217875706)	(75, 38.53634694237635)	(80, 38.30116649818364)	(85, 38.06741725461539)	(90, 37.55165902669751)	(95, 37.18908107042495)	(100, 36.741446188885284)	(105, 36.33897839243628)	(110, 35.98055616407084)	(115, 35.64531545124932)	(120, 35.360818587738606)	(125, 35.27826175520035)	(130, 35.07416131622915)	(135, 35.045961499801535)	(140, 34.91415398808849)	(145, 34.894630641013535)	(150, 34.391153032520265)
IDDLNTM33.B_R2	(1, 38.92274365094279)	(2, 38.05786608068865)	(3, 38.25166671140877)	(4, 37.92714442892247)	(5, 38.18699750953878)	(6, 38.645278441679906)	(7, 38.460533884555964)	(8, 38.44204631360302)	(9, 38.30949057741691)	(10, 38.475842649081855)	(15, 38.49304787739054)	(20, 38.4392759649487)	(25, 38.48060348139961)	(30, 38.40277395534547)	(35, 38.39058284743758)	(40, 38.35791171762723)	(45, 38.30386799182511)	(50, 38.26975533313838)	(55, 38.215124290470605)	(60, 38.16735087920269)	(65, 38.140249710081456)	(70, 38.0788805486433)	(75, 38.00507502429906)	(80, 37.88625094496332)	(85, 37.82471866272089)	(90, 37.79750740754933)	(95, 37.709385040715645)	(100, 37.60071215756159)	(105, 37.290267282454536)	(110, 37.1133541633409)	(115, 36.974028749836826)	(120, 36.825515782450125)	(125, 36.85087155896561)	(130, 36.704069228797216)	(135, 36.58370640386457)	(140, 36.40468238678524)	(145, 36.32975190268328)	(150, 35.539196843161605)
IDDLNTM33.C_R1	(1, 38.718626492826296)	(2, 37.58416897798838)	(3, 38.17341222180534)	(4, 38.18516934239746)	(5, 38.460507608534684)	(6, 38.71563035273215)	(7, 38.9187229609897)	(8, 38.7514088209909)	(9, 38.741030490914454)	(10, 38.97296778761909)	(15, 39.11089940304638)	(20, 39.139442523186645)	(25, 39.07086157728311)	(30, 38.93200059235428)	(35, 38.96689618991188)	(40, 38.8740543264354)	(45, 38.92982916576603)	(50, 38.883910522156256)	(55, 38.809366071409016)	(60, 38.73791877771501)	(65, 38.79559541798126)	(70, 38.75979383510145)	(75, 38.604746011253724)	(80, 38.45630101706017)	(85, 38.30076138416147)	(90, 37.90710651611613)	(95, 37.60729074234156)	(100, 37.27242424022898)	(105, 36.93418320561045)	(110, 36.66132332553356)	(115, 36.38449433481192)	(120, 36.16205748431045)	(125, 36.118916166874754)	(130, 35.941906487879905)	(135, 35.91610443832734)	(140, 35.78328014331065)	(145, 35.757721167921815)	(150, 35.265091514187944)
IDDLNTM33.C_R2	(1, 38.88287440758254)	(2, 37.98759492873301)	(3, 38.1885870042255)	(4, 37.874964388826335)	(5, 38.16944937839022)	(6, 38.62391584930143)	(7, 38.44577961893559)	(8, 38.428385698114624)	(9, 38.27268075861108)	(10, 38.456846602984655)	(15, 38.47735985202599)	(20, 38.425424667984245)	(25, 38.46878291243214)	(30, 38.38884877899373)	(35, 38.37717697359189)	(40, 38.34860009127917)	(45, 38.29125527723478)	(50, 38.26224022796542)	(55, 38.199707226031514)	(60, 38.15325822653912)	(65, 38.12313657321026)	(70, 38.066498069204705)	(75, 37.98735380886668)	(80, 37.87106078083953)	(85, 37.80699837271046)	(90, 37.773939679936625)	(95, 37.675451446912945)	(100, 37.552464680707395)	(105, 37.252081756347295)	(110, 37.0895345520624)	(115, 36.94187403980398)	(120, 36.800063480970955)	(125, 36.81642175894517)	(130, 36.669308180402545)	(135, 36.539854576686544)	(140, 36.35960406608423)	(145, 36.275789506669625)	(150, 35.48168174704754)
IDDLNTM35_R1	(1, 38.768519406356205)	(2, 37.69467418793203)	(3, 38.21744326035803)	(4, 38.20661577002906)	(5, 38.471937350208364)	(6, 38.71879025466406)	(7, 38.92383566694243)	(8, 38.76193123775558)	(9, 38.83019744932078)	(10, 38.990692372169335)	(15, 39.11628352960327)	(20, 39.140721447821285)	(25, 39.06552990406645)	(30, 38.922632304127106)	(35, 38.94289571689755)	(40, 38.83304292368997)	(45, 38.873138334444576)	(50, 38.80557737158584)	(55, 38.71431535449625)	(60, 38.61401265552748)	(65, 38.66405478858768)	(70, 38.611965491772466)	(75, 38.44210342706174)	(80, 38.26026145044267)	(85, 38.097055938482015)	(90, 37.66214454179275)	(95, 37.35977579909728)	(100, 37.01242039502748)	(105, 36.67861912580776)	(110, 36.40552890803645)	(115, 36.145039213106564)	(120, 35.93004420440617)	(125, 35.906098453849246)	(130, 35.73672905233692)	(135, 35.72847647300325)	(140, 35.598882166925215)	(145, 35.58128940295931)	(150, 35.046479170212855)
IDDLNTM35_R2	(1, 38.82618805690652)	(2, 37.89668245200783)	(3, 38.121745094118644)	(4, 37.85541658211561)	(5, 38.09438350574315)	(6, 38.529577259594404)	(7, 38.376445327491936)	(8, 38.359561380101155)	(9, 38.23436486858474)	(10, 38.40759916383034)	(15, 38.42185240272416)	(20, 38.358642951241855)	(25, 38.40213199974331)	(30, 38.307962962550015)	(35, 38.28724464652456)	(40, 38.23974680025363)	(45, 38.17582436968273)	(50, 38.13176862470804)	(55, 38.06146852978786)	(60, 38.003555480233885)	(65, 37.967914057972415)	(70, 37.883390852827155)	(75, 37.782611942498846)	(80, 37.63908253248309)	(85, 37.534545467159134)	(90, 37.462613369646306)	(95, 37.29121216603572)	(100, 37.10718823951201)	(105, 36.72317774204954)	(110, 36.50998163290943)	(115, 36.31464766181957)	(120, 36.15171400162982)	(125, 36.159232789307694)	(130, 36.005021973363384)	(135, 35.85455325700572)	(140, 35.67266232129995)	(145, 35.58341823126379)	(150, 34.717309093630035)
IDDLNTM37_R1	(1, 38.616242984264176)	(2, 37.81575209019971)	(3, 38.32129373321783)	(4, 38.182852230597405)	(5, 38.51084348146452)	(6, 38.72122677048794)	(7, 38.920389031056764)	(8, 38.77518155446468)	(9, 38.71336300603743)	(10, 38.95451944491465)	(15, 39.08735458217579)	(20, 39.10447613073249)	(25, 39.019676836371964)	(30, 38.86541296172752)	(35, 38.873692027867115)	(40, 38.754596862791956)	(45, 38.7876227650048)	(50, 38.722502879314405)	(55, 38.631389671642)	(60, 38.53057831901144)	(65, 38.5721952822392)	(70, 38.500586649938434)	(75, 38.31707060045737)	(80, 38.04763182613256)	(85, 37.785613800130776)	(90, 37.24706260143982)	(95, 36.853342079147126)	(100, 36.35184915047778)	(105, 35.90874855204506)	(110, 35.47334352295319)	(115, 35.07949197940833)	(120, 34.73148044887433)	(125, 34.59283307942261)	(130, 34.36102321042726)	(135, 34.30272995515903)	(140, 34.167741555394024)	(145, 34.131176751735055)	(150, 33.58854016270201)
IDDLNTM37_R2	(1, 38.8508672793715)	(2, 37.97200260880821)	(3, 38.166931779333325)	(4, 37.88637412168464)	(5, 38.174087332012334)	(6, 38.653494010694125)	(7, 38.475640336290645)	(8, 38.460624753142355)	(9, 38.29634285581522)	(10, 38.502601174295606)	(15, 38.52712845227308)	(20, 38.463923435129956)	(25, 38.49693564607832)	(30, 38.40384865593272)	(35, 38.382571684141695)	(40, 38.345060357732)	(45, 38.27195257345986)	(50, 38.22786047854703)	(55, 38.15315944597676)	(60, 38.09988233810287)	(65, 38.060327860146636)	(70, 37.98795484040134)	(75, 37.91163591525688)	(80, 37.77867365667951)	(85, 37.7180559566128)	(90, 37.67039873940794)	(95, 37.57217918463126)	(100, 37.44370434170741)	(105, 37.12234787760507)	(110, 36.9470620205983)	(115, 36.78501735886381)	(120, 36.62629842973644)	(125, 36.64385303713734)	(130, 36.483914340811246)	(135, 36.34706948856074)	(140, 36.157671754838404)	(145, 36.06926418995841)	(150, 35.24323713767936)
IDDLNTM38_R1	(1, 38.794073570040275)	(2, 37.55944650739185)	(3, 38.160075405262326)	(4, 38.16735724024055)	(5, 38.510245449996106)	(6, 38.7853009266976)	(7, 38.94079608709475)	(8, 38.802870215664306)	(9, 38.80336511984663)	(10, 39.030885335577615)	(15, 39.15852939165075)	(20, 39.19014519665774)	(25, 39.124468325656096)	(30, 38.98957596160092)	(35, 39.01526800356834)	(40, 38.914325075850066)	(45, 38.971200576969125)	(50, 38.913439277371324)	(55, 38.852492989333655)	(60, 38.766670584499366)	(65, 38.827713643639655)	(70, 38.75065230009481)	(75, 38.589261417418534)	(80, 38.37579640426775)	(85, 38.107079510985905)	(90, 37.586766589814914)	(95, 37.15258886511308)	(100, 36.68283640673656)	(105, 36.242527661200555)	(110, 35.89108877205662)	(115, 35.52370101462977)	(120, 35.2653899865911)	(125, 35.16412382815052)	(130, 34.993960302131576)	(135, 34.966976404042974)	(140, 34.86161553260014)	(145, 34.84208681929958)	(150, 34.33964256793169)
IDDLNTM38_R2	(1, 38.857287959369856)	(2, 37.99169482966095)	(3, 38.21143838242911)	(4, 37.85976457571872)	(5, 38.220067012083625)	(6, 38.661710513056384)	(7, 38.50396142414298)	(8, 38.50247252072149)	(9, 38.31524405843527)	(10, 38.52094330489698)	(15, 38.54486192116165)	(20, 38.50196702505629)	(25, 38.54893407963918)	(30, 38.46791883647607)	(35, 38.450973606824725)	(40, 38.4168622503358)	(45, 38.356669176746514)	(50, 38.32457172596024)	(55, 38.259881844007644)	(60, 38.21947358425115)	(65, 38.19632669848048)	(70, 38.141603020934745)	(75, 38.070765659440774)	(80, 37.951971739790125)	(85, 37.89155426391956)	(90, 37.85731161876148)	(95, 37.75503355461785)	(100, 37.63608403922582)	(105, 37.29009442992772)	(110, 37.12619412778472)	(115, 36.98091502411371)	(120, 36.83662671937771)	(125, 36.894722145971585)	(130, 36.751498628155325)	(135, 36.65875731807652)	(140, 36.47960749031194)	(145, 36.438296439985436)	(150, 35.63888320051753)
IDDLNTM39_R1	(1, 38.65355871184086)	(2, 37.69127087930784)	(3, 38.25262201121869)	(4, 38.29061035941763)	(5, 38.611384638477645)	(6, 38.863342154702146)	(7, 39.004205600684195)	(8, 38.811621898788516)	(9, 38.871194468316496)	(10, 39.05197163674313)	(15, 39.184264521218005)	(20, 39.2003706932789)	(25, 39.12646093229241)	(30, 38.978909106874234)	(35, 39.00129416333109)	(40, 38.89092949500456)	(45, 38.92816743849936)	(50, 38.86548111662451)	(55, 38.77847154878655)	(60, 38.685296772660536)	(65, 38.73691842226343)	(70, 38.6751801923535)	(75, 38.458036399493196)	(80, 38.14263147730587)	(85, 37.81984876212592)	(90, 37.2139635316841)	(95, 36.7646043688766)	(100, 36.22201477848732)	(105, 35.73733058714955)	(110, 35.30390233584823)	(115, 34.90173430226987)	(120, 34.57283870778269)	(125, 34.443267167628655)	(130, 34.23367227522196)	(135, 34.1898382696313)	(140, 34.04756870477763)	(145, 33.99607627571915)	(150, 33.4516088936722)
IDDLNTM39_R2	(1, 38.977623427720296)	(2, 38.28913719774748)	(3, 38.443962158196676)	(4, 38.19480323383608)	(5, 38.36089850402598)	(6, 38.742514419393046)	(7, 38.60065541751793)	(8, 38.58799678787866)	(9, 38.478914001591825)	(10, 38.621506795796236)	(15, 38.618514432445636)	(20, 38.55154781352966)	(25, 38.5895687931792)	(30, 38.49421447347227)	(35, 38.4680753762777)	(40, 38.422965184318755)	(45, 38.35484732782534)	(50, 38.31033969043433)	(55, 38.24282735500437)	(60, 38.19363443460524)	(65, 38.16443486332317)	(70, 38.085207125166235)	(75, 38.009949981919206)	(80, 37.87464740975995)	(85, 37.812092444306266)	(90, 37.772943721723735)	(95, 37.66981896367853)	(100, 37.53416895556516)	(105, 37.18780449963972)	(110, 36.99503200996979)	(115, 36.838451833457384)	(120, 36.67445126507685)	(125, 36.701583782287706)	(130, 36.552193678932035)	(135, 36.42751175399683)	(140, 36.24916687456856)	(145, 36.177872969322586)	(150, 35.407031068997426)
IDDLNTM4.A_R1	(1, 38.65957575122169)	(2, 37.69337481246712)	(3, 38.23526249036241)	(4, 38.241435650591804)	(5, 38.50489928197059)	(6, 38.74722562675645)	(7, 38.93985030770701)	(8, 38.79044238739445)	(9, 38.818335960571936)	(10, 38.99644538792052)	(15, 39.123091710884374)	(20, 39.1407578879785)	(25, 39.06311885850117)	(30, 38.91071152549009)	(35, 38.932366713644605)	(40, 38.8230765876392)	(45, 38.86448217730196)	(50, 38.80633172235206)	(55, 38.722229407567745)	(60, 38.63504696092358)	(65, 38.68359925812596)	(70, 38.631127349785814)	(75, 38.47298886353916)	(80, 38.317898870952334)	(85, 38.180402872117654)	(90, 37.78245295325433)	(95, 37.500979299710245)	(100, 37.183350884338715)	(105, 36.866202237683595)	(110, 36.610217932457545)	(115, 36.36868913009795)	(120, 36.14322585314123)	(125, 36.1116897118326)	(130, 35.917403422306876)	(135, 35.88918428184534)	(140, 35.72778232918387)	(145, 35.67659506165738)	(150, 35.15335852018582)
IDDLNTM4.A_R2	(1, 39.082613742112486)	(2, 38.31666637286129)	(3, 38.48227611334455)	(4, 38.20637477257144)	(5, 38.40158339449124)	(6, 38.81620061402231)	(7, 38.64422055443858)	(8, 38.63220917210902)	(9, 38.48594697957248)	(10, 38.647982995163346)	(15, 38.64451225678714)	(20, 38.58017203387236)	(25, 38.612637466123466)	(30, 38.51629608530624)	(35, 38.49380939700931)	(40, 38.44874732211863)	(45, 38.383228506667685)	(50, 38.33805834232532)	(55, 38.27278734397775)	(60, 38.221808276219114)	(65, 38.19338381218971)	(70, 38.12564058076973)	(75, 38.05112519727485)	(80, 37.92121104720586)	(85, 37.862665717829934)	(90, 37.82165259029644)	(95, 37.72479432850472)	(100, 37.596626959643196)	(105, 37.27681133334137)	(110, 37.10382432541512)	(115, 36.9421899572374)	(120, 36.785024647178396)	(125, 36.79436969932576)	(130, 36.64350966913494)	(135, 36.50629071330688)	(140, 36.32761940637088)	(145, 36.240369786539574)	(150, 35.4310830006374)
IDDLNTM4.B_R1	(1, 38.41940009458302)	(2, 37.576409393270175)	(3, 38.19730690411584)	(4, 38.25464378423013)	(5, 38.545724269242385)	(6, 38.74781567083527)	(7, 38.91037986893778)	(8, 38.751634571527546)	(9, 38.81634833434555)	(10, 38.99257992734799)	(15, 39.11995291603805)	(20, 39.145866094358674)	(25, 39.07420596466035)	(30, 38.93285188565634)	(35, 38.95663719306846)	(40, 38.844506203984054)	(45, 38.87423670167161)	(50, 38.76362734289409)	(55, 38.667496203583774)	(60, 38.51364016645426)	(65, 38.54357939908649)	(70, 38.458468318393926)	(75, 38.23059301182683)	(80, 37.92438635928997)	(85, 37.59509650779124)	(90, 36.81830858476818)	(95, 36.26812952438181)	(100, 35.58859983030403)	(105, 35.040160425455575)	(110, 34.569227507747264)	(115, 34.15954109938679)	(120, 33.839528488317214)	(125, 33.78138078363566)	(130, 33.613915069981054)	(135, 33.662616925419265)	(140, 33.60891630292066)	(145, 33.69831574026533)	(150, 33.19511528602963)
IDDLNTM4.B_R2	(1, 39.07521326890092)	(2, 38.42908274729581)	(3, 38.578054465786295)	(4, 38.30842861230301)	(5, 38.47053817937072)	(6, 38.8465140918325)	(7, 38.70774884007316)	(8, 38.68945092925101)	(9, 38.58016751176976)	(10, 38.71589859553602)	(15, 38.70706491686429)	(20, 38.645891148482)	(25, 38.682767062376854)	(30, 38.587812824449664)	(35, 38.56377905129375)	(40, 38.51926474301733)	(45, 38.45641279311965)	(50, 38.41397021870223)	(55, 38.365775178034994)	(60, 38.312904158342064)	(65, 38.282046966350876)	(70, 38.22323747701519)	(75, 38.151020720797746)	(80, 38.02899518140519)	(85, 37.963483046956966)	(90, 37.91152089400229)	(95, 37.77692105084999)	(100, 37.62947827629608)	(105, 37.1789264678776)	(110, 36.92315480334984)	(115, 36.74684789972816)	(120, 36.5425679438669)	(125, 36.63043369329899)	(130, 36.478819382502344)	(135, 36.42314882396341)	(140, 36.258089294476875)	(145, 36.28155774382431)	(150, 35.54696066799136)
IDDLNTM4.C_R1	(1, 38.72524440487477)	(2, 37.80538249914172)	(3, 38.30621714151495)	(4, 38.28094712843308)	(5, 38.57985021513574)	(6, 38.82128078558475)	(7, 39.00818025059007)	(8, 38.80793138072582)	(9, 38.83451274842824)	(10, 39.03950764018788)	(15, 39.15853507410664)	(20, 39.17949511141519)	(25, 39.10568304836589)	(30, 38.97221044147233)	(35, 38.988501062216734)	(40, 38.87343166787399)	(45, 38.910794797367444)	(50, 38.8456495652087)	(55, 38.74742583914391)	(60, 38.654252217205354)	(65, 38.70376684300025)	(70, 38.64721573489097)	(75, 38.47744223960461)	(80, 38.237494654804536)	(85, 38.001125689027674)	(90, 37.541888521212535)	(95, 37.19066321357903)	(100, 36.79718996830771)	(105, 36.421379709772026)	(110, 36.103852853438944)	(115, 35.78533529329925)	(120, 35.57443457882784)	(125, 35.52177669789601)	(130, 35.388491608378146)	(135, 35.386845470916896)	(140, 35.30069156778512)	(145, 35.27112015560824)	(150, 34.74999543145687)
IDDLNTM4.C_R2	(1, 38.8966717371404)	(2, 38.07270440453853)	(3, 38.24054610049869)	(4, 37.97028327160318)	(5, 38.20312936676581)	(6, 38.6668723120215)	(7, 38.49241097980509)	(8, 38.483634503879365)	(9, 38.344157247549006)	(10, 38.52026569184921)	(15, 38.52783694954842)	(20, 38.45883708526461)	(25, 38.49637243055997)	(30, 38.394677976186564)	(35, 38.37297030593158)	(40, 38.322593334117904)	(45, 38.25026737550964)	(50, 38.20398859399247)	(55, 38.126925969865155)	(60, 38.0734127601968)	(65, 38.03443896950236)	(70, 37.947365022697745)	(75, 37.84975141033972)	(80, 37.71609674395667)	(85, 37.6363384113604)	(90, 37.610843650322)	(95, 37.50729692582124)	(100, 37.37689691393084)	(105, 37.063724183771896)	(110, 36.895662710430145)	(115, 36.72825754790331)	(120, 36.58402101481109)	(125, 36.58747770855522)	(130, 36.43824604004773)	(135, 36.283599856048255)	(140, 36.10739229263627)	(145, 35.99729971080513)	(150, 35.167624355134905)
IDDLNTM40_R1	(1, 38.65651167479153)	(2, 37.874723037947625)	(3, 38.33119196306039)	(4, 38.232084119708816)	(5, 38.524144095564964)	(6, 38.77026079733009)	(7, 38.89598954576037)	(8, 38.72235443855827)	(9, 38.70896504485073)	(10, 38.93447591565682)	(15, 39.073135081698034)	(20, 39.09715670914916)	(25, 39.02307880271752)	(30, 38.877510899953606)	(35, 38.90037381679333)	(40, 38.7933636953211)	(45, 38.841056694332515)	(50, 38.7918571577779)	(55, 38.69248630674351)	(60, 38.578175608879306)	(65, 38.625350073718906)	(70, 38.53482121647126)	(75, 38.37994836033122)	(80, 38.125779659411364)	(85, 37.87854320753754)	(90, 37.393775743929424)	(95, 37.02005251409403)	(100, 36.572713365832804)	(105, 36.15861568767473)	(110, 35.76231858712312)	(115, 35.380006655347714)	(120, 35.05912814944899)	(125, 34.919597861544474)	(130, 34.702083901102505)	(135, 34.64361195922263)	(140, 34.51807675024715)	(145, 34.47507504268896)	(150, 33.97645367125011)
IDDLNTM40_R2	(1, 39.108904320875205)	(2, 38.32831024607784)	(3, 38.5098851345279)	(4, 38.16729698153262)	(5, 38.51186813667267)	(6, 38.89442335298361)	(7, 38.750953487863704)	(8, 38.74875770890869)	(9, 38.58106529284744)	(10, 38.75688481147635)	(15, 38.768517387703156)	(20, 38.71775535038948)	(25, 38.75600280787663)	(30, 38.6739197326202)	(35, 38.65898668687561)	(40, 38.62391990264732)	(45, 38.56899288072111)	(50, 38.53217831473965)	(55, 38.4708530261186)	(60, 38.4271347756492)	(65, 38.401854170158295)	(70, 38.333360246199284)	(75, 38.27208198222488)	(80, 38.14520462765273)	(85, 38.10057056247404)	(90, 38.06098688605025)	(95, 37.98766176259841)	(100, 37.87755413542418)	(105, 37.61203490899905)	(110, 37.46669017898999)	(115, 37.334736883014045)	(120, 37.19828369755574)	(125, 37.217285443977275)	(130, 37.07629272842537)	(135, 36.949352706710485)	(140, 36.78211372871928)	(145, 36.701892013339844)	(150, 35.937452847833)
IDDLNTM41.A_R1	(1, 38.64579361665447)	(2, 37.69750410487045)	(3, 38.25262987877033)	(4, 38.281286142526454)	(5, 38.59360192548133)	(6, 38.79647458160449)	(7, 38.95553852050594)	(8, 38.79610468298349)	(9, 38.799531684913326)	(10, 39.018814868250814)	(15, 39.142202085157024)	(20, 39.15831376441307)	(25, 39.075733980962774)	(30, 38.923552164911186)	(35, 38.937857784859595)	(40, 38.82221149162874)	(45, 38.853556215384764)	(50, 38.78963990955058)	(55, 38.701734422832615)	(60, 38.6054285551693)	(65, 38.64114745564983)	(70, 38.575905707652886)	(75, 38.37656909823403)	(80, 38.0531403723423)	(85, 37.707128498763936)	(90, 37.136119679778254)	(95, 36.642816685942684)	(100, 36.125041216079374)	(105, 35.62591416008744)	(110, 35.18480938504773)	(115, 34.75885589184901)	(120, 34.407133854762066)	(125, 34.23559228133719)	(130, 34.034007156952505)	(135, 33.98696232892189)	(140, 33.8996751252383)	(145, 33.881488164081006)	(150, 33.407103559897635)
IDDLNTM41.A_R2	(1, 38.75747287270634)	(2, 37.976109319269376)	(3, 38.21789372025957)	(4, 37.94354192156475)	(5, 38.20446857619159)	(6, 38.661167005043005)	(7, 38.486501210957705)	(8, 38.479309946590654)	(9, 38.31730188246597)	(10, 38.51367888447949)	(15, 38.52117242799112)	(20, 38.45657733308116)	(25, 38.49164363866428)	(30, 38.391394919501025)	(35, 38.36330203979841)	(40, 38.31314127616698)	(45, 38.24000361529874)	(50, 38.1869949670355)	(55, 38.114213731105465)	(60, 38.05183032867417)	(65, 38.01106448789126)	(70, 37.93430349428665)	(75, 37.8496865904218)	(80, 37.711042394398966)	(85, 37.652304250821395)	(90, 37.60498635057351)	(95, 37.50770728131208)	(100, 37.36534367933639)	(105, 37.03600519531819)	(110, 36.85447794918831)	(115, 36.68331146300763)	(120, 36.524388286432085)	(125, 36.53953212008817)	(130, 36.378576676971385)	(135, 36.236826420469285)	(140, 36.04538137217325)	(145, 35.9641499612527)	(150, 35.15290244886277)
IDDLNTM41.B_R1	(1, 38.616758115740936)	(2, 37.65087062541029)	(3, 38.199131355758254)	(4, 38.14881824188604)	(5, 38.47141602147801)	(6, 38.71919202592154)	(7, 38.90279958748858)	(8, 38.76625566640977)	(9, 38.80046348634975)	(10, 38.967311504306636)	(15, 39.098912713283504)	(20, 39.11304576285163)	(25, 39.030918366217755)	(30, 38.872880229972615)	(35, 38.883779726898595)	(40, 38.76591269222243)	(45, 38.796818564584484)	(50, 38.72784262882147)	(55, 38.60702711559351)	(60, 38.444542594588306)	(65, 38.47345073512062)	(70, 38.34554934948063)	(75, 38.1744373570569)	(80, 37.93169858965787)	(85, 37.70382344111485)	(90, 37.17922421723317)	(95, 36.794354990420786)	(100, 36.33754664224058)	(105, 35.92928870337695)	(110, 35.555595551759005)	(115, 35.21256781932599)	(120, 34.92202913067395)	(125, 34.83615179249348)	(130, 34.61794446088477)	(135, 34.58145704773045)	(140, 34.43633527368862)	(145, 34.414818997942795)	(150, 33.84229898367838)
IDDLNTM41.B_R2	(1, 38.872934988757315)	(2, 38.00100272116177)	(3, 38.20734553043021)	(4, 37.89466394562388)	(5, 38.149215903464615)	(6, 38.63788201302431)	(7, 38.46012300379421)	(8, 38.45215763533434)	(9, 38.29767289443727)	(10, 38.48668179970065)	(15, 38.504264724098185)	(20, 38.43574463558458)	(25, 38.471354194740655)	(30, 38.37454401888785)	(35, 38.35165984442651)	(40, 38.30577862244175)	(45, 38.23465609948251)	(50, 38.188910667860846)	(55, 38.1132560165947)	(60, 38.0517659708065)	(65, 38.005658074582605)	(70, 37.92915341276808)	(75, 37.845696312920396)	(80, 37.712038543901805)	(85, 37.64670296072253)	(90, 37.60180896751847)	(95, 37.50438545044098)	(100, 37.37948573148134)	(105, 37.05162189880191)	(110, 36.86343451809592)	(115, 36.710256991472406)	(120, 36.542745728261494)	(125, 36.574819597647874)	(130, 36.40674982339043)	(135, 36.287705439146535)	(140, 36.08854202772422)	(145, 36.02449081291094)	(150, 35.20572436341128)
IDDLNTM41.C_R1	(1, 38.70974766509335)	(2, 37.76770153216018)	(3, 38.312690627395256)	(4, 38.275568323938515)	(5, 38.57011959045874)	(6, 38.84592450963871)	(7, 39.03599170778801)	(8, 38.83914603635288)	(9, 38.867876075100746)	(10, 39.054533633700736)	(15, 39.18288384488063)	(20, 39.19974025530706)	(25, 39.125408543677814)	(30, 38.98167603205846)	(35, 38.9971167161993)	(40, 38.88091957468572)	(45, 38.92083040613751)	(50, 38.85693595821956)	(55, 38.7666468980814)	(60, 38.67097382483673)	(65, 38.70721425190096)	(70, 38.6449055021734)	(75, 38.4784074275996)	(80, 38.29432236160502)	(85, 38.09342616394167)	(90, 37.62984568536403)	(95, 37.28116189843551)	(100, 36.87689400278147)	(105, 36.5054363347905)	(110, 36.18018497196464)	(115, 35.87245311402302)	(120, 35.63511002757728)	(125, 35.590137627412716)	(130, 35.41900581737869)	(135, 35.413154342297595)	(140, 35.28629942873824)	(145, 35.260353366567834)	(150, 34.70817232530159)
